subject_id||video_interface||stereo_reception_system||stand_design||weight||package_width||3d_technology||stand||supported_computer_resolution||viewable_size||timer_functions||series||voltage||model||yearly_consumption||connectivity||dimensions_with_stand||depth||speakers_type||brand||tv_tuner||dimensions_without_stand||response_time||commercial_features||channel_lock||image_contrast||warranty||batteries_included||audio_surround||package_height||compatible_channels||analog_tv_tuner||24p_technology||digital_tv_tuner||widescreen_modes||brightness||stand_color||dlna||3d||mpn||supported_audio_formats||total_size||wattage_standby||motion_enhancement_technology||viewing_angle||supported_video_formats||package_weight||image_aspect_ratio||usb_ports||product_gtin||display_type||internet_services||remote_control_model||package_depth||refresh_rate||wifi_protocol||memory||width||digital_audio_format||display_resolution||hdcp_compatability||speakers_qty||wattage_operational||product_type||height||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||computer_operating_system||pc_interface||color||closed_caption_capability||input_video_formats||hdmi_ports||supported_languages||supported_memory_cards||secondary_audio_program||backlight_technology||supported_picture_formats||builtin_dvd_player||
http://dws.products.catalog/50c4c9b6-2f6c-4b1b-84dc-569fe9ee93e9||component, composite, hdmi||mts||tabletop||38.14 lbs||53.9 in||passive||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080, 3840 x 2160||54.6 in||sleep, wake||x900c||ac 120/230 v ( 60 hz )||xbr55x900c||||wi-fi, lan||||1.5 in||2 x speaker - built-in - 7.5 watt 2 x woofer - built-in - 7.5 watt||sony||1x analog/digital combo||||||hotel mode, demo mode||yes||||1 year warranty||||yes||33.6 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal||||||||yes||xbr-55x900c/us||||55 in||0.5 watt||motionflow xr 960||178 degrees||||61.7 lbs||16:9||yes , 3 port(s)||00027242887817||4k uhdtv (2160p)||google play||sony rmt-tx100u||7.8 in||||802.11b, 802.11g, 802.11n, 802.11a, 802.11ac||||48.5 in||dolby digital output, dts digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 speakers, 2 woofers||241 watt||led-backlit lcd tv - smart tv||28 in||<http://schema.org/Product>||android tv||mobile high-definition link (mhl)||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - edge-lit, frame dimming||||||
http://dws.products.catalog/db6a766a-c08e-4741-81da-94dc8a1b6274||component, composite, hdmi||mts||tabletop||72.1 lbs||60.9 in||||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080||64.5 in||sleep, wake||x800b||ac 120/230 v ( 50/60 hz )||xbr65x800b||||wi-fi, lan||||2.6 in||2 x main channel speaker - built-in - 10 watt||sony||1x analog/digital combo||||||hotel mode, variable audio output, demo mode||yes||||1 year warranty||||yes||37.5 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal, panorama, caption||||silver||yes||||xbr-65x800b||mp3, wma, wav, lpcm||65 in||0.2 watt||motionflow xr 240 technology||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||92.6 lbs||16:9||yes , 3 port(s)||00027242885677||4k uhdtv (2160p)||sony entertainment network||sony rm-yd103||7.8 in||||802.11b, 802.11g, 802.11n, 802.11a||||57 in||dolby digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 speakers||285 watt||led-backlit lcd tv||34.1 in||<http://schema.org/Product>||||mobile high-definition link (mhl)||silver||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/25p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - frame dimming||jpg, raw, mpo||||
http://dws.products.catalog/11266ef8-1220-47d5-b87e-68d224bfcd8d||component, composite, hdmi||||tabletop||28.2 lbs||53.6 in||||||||49.5 in||||j6300a||ac 120 v ( 60 hz )||un50j6300a||||wi-fi, lan, bluetooth||||2.5 in||2 x main channel speaker - built-in - 10 watt||samsung||1x analog, 1x digital||||||||||||||||yes||29.4 in||||||||atsc, qam||||||brushed silver||yes||||un50j6300afxza||||50 in||0.3 watt||120 clear motion rate||||||39 lbs||||yes , 3 port(s)||00887276107035||1080p (fullhd)||smart hub||samsung tm1260c||6 in||||802.11n||||44 in||dts digital output, dolby digital plus output||1920 x 1080||yes||2 speakers||150 watt||led-backlit lcd tv - smart tv||25.3 in||<http://schema.org/Product>||||||||yes||||4 port(s)||english, french, spanish||||||led backlight||||||
http://dws.products.catalog/e7d4daa0-5669-486f-bd76-c2dfc2d1d798||component, composite, hdmi||mts||tabletop||85.8 lbs||69.7 in||active||||||64.5 in||sleep, wake||x850a||ac 120 v ( 60 hz )||xbr65x850a||||wi-fi, lan||||15.9 in||2 x tweeter - built-in - 5 watt 2 x active subwoofer - built-in - 5 watt 1 x subwoofer - built-in - 10 watt||sony||1x analog, 1x digital||||||hotel mode||yes||||18 months warranty||||yes||37.4 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal, panorama, caption||||chrome||yes||yes ( 3d glasses (4pcs) included )||xbr-65x850a||mp3, wma, wav, lpcm||65 in||0.2 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||108 lbs||16:9||yes , 3 port(s)||00027242871489||4k uhdtv (2160p)||bravia internet video, sony entertainment network||||9 in||||802.11b, 802.11g, 802.11n||||58.2 in||dolby digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||subwoofer, 2 woofers, 2 tweeters||338 watt||led-backlit lcd tv||35.2 in||<http://schema.org/Product>||||||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/25p, 2160/30p, 720/24p, 720/30p||4 port(s)||english, french, spanish||||yes||led backlight - dynamic edge led backlight, local dimming||jpg, raw, mpo||||
http://dws.products.catalog/b46bea48-2031-4e76-92b8-e238e8188fec||component, composite, hdmi||mts||tabletop||28.22 lbs||56.5 in||passive||||||55 in||||eg9100||ac 120/230 v ( 50/60 hz )||55eg9100||||wi-fi, lan||||3.4 in||||lg||||||||||||||1 year warranty||||yes||31.9 in||||||24p real cinema||||just scan||||||||yes ( 3d glasses (2pcs) included )||55eg9100/us||mp3, pcm, ac3, aac, he-aac, e-ac3, dts, mp2, ra||55 in||0.3 watt||||||divx hd||45 lbs||||yes , 3 ports||00719192601932||1080p (fullhd)||||||8.9 in||||||||48.2 in||||1920 x 1080||yes||2 speakers||||curved oled tv - smart tv||28.3 in||<http://schema.org/Product>||webos 2.0||||||||||3 ports||||||yes||||mpo, jps, jpeg||||
http://dws.products.catalog/4a22596c-8a07-4186-9c03-3e0daddf2ff7||component, composite, hdmi||mts||tabletop||53.1 lbs||61.1 in||active||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080, 3840 x 2160||64.5 in||sleep, wake||x850c||ac 120/230 v ( 50/60 hz )||xbr65x850c||||wi-fi, lan||||3.1 in||2 x main channel speaker - built-in - 10 watt||sony||1x analog/digital combo||||||hotel mode, demo mode||yes||||1 year warranty||||yes||37.1 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal||||dark chrome mirror flat shaft||yes||yes ( 3d glasses sold separately )||xbr-65x850c||mp3, wma, wav, flac (free lossless audio codec), lpcm||65 in||0.5 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||79.4 lbs||16:9||yes , 3 port(s)||00027242887794||4k uhdtv (2160p)||google play||sony rmt-tx100u||8.8 in||||802.11b, 802.11g, 802.11n, 802.11a, 802.11ac||||57.2 in||dolby digital output, dts digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 speakers||261 watt||led-backlit lcd tv - smart tv||33.2 in||<http://schema.org/Product>||android tv||mobile high-definition link (mhl)||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - direct-lit led, frame dimming||jpg, raw||||
http://dws.products.catalog/ac1b9c7b-5c5f-4def-8816-edae16e95a91||component, composite, hdmi||||tabletop||12.1 lbs||||||||||32 in||||tde||ac 120/230 v ( 50/60 hz )||tde3253b||||||||7.8 in||2 x main channel speaker - built-in||gpx||1x analog, 1x digital||||20 ms||||yes||||1 year warranty||||||||||ntsc||||atsc||||250 cd/m2||||||||tde3253b||mp3||32 in||||||178 degrees||mpeg-1, mpeg-2, avi, vob||||16:9||yes , 1 port(s)||00047323325304||720p||||||||||||||29 in||||1366 x 768||||2 speakers||||led-backlit lcd tv||19.7 in||<http://schema.org/Product>||||vga (hd-15)||||yes||720p, 1080i, 1080p||3 port(s)||||multimediacard, memory stick, sd memory card||||led backlight||jpg||||
http://dws.products.catalog/bdf4f822-e169-4f7d-8178-23e1917d10c1||||||||||||||||||55 in||||x850c||||xbr55x850c||||||||||||sony||||||||||||||||||||||||||||||||||||||||sony xbr-55x850c||||55 in||||||||||||||||||||||||||||||||||||||||2||202 watt||led-backlit lcd tv - smart tv||||<http://schema.org/Product>||||||||||||||||||||||||||
http://dws.products.catalog/c7fe7a9b-d505-4d44-b1a5-f33fab02b9d5||component, composite, hdmi||||tabletop||17.64 lbs||41.7 in||||||||43 in||||d43||ac 120 v ( 60 hz )||d43-d2||75.4 kwh||wi-fi, lan||38.2 in x 8.3 in x 24.6 in x 18.3 lbs||2.6 in||2 x main channel speaker - built-in - 10 watt||vizio||||38.2 in x 2.6 in x 22.4 in x 17.6 lbs||||||||2000000:1||1 year warranty||||||29 in||||||||||||||||||||d43-d2||||43 in||0.5 watt||120hz effective refresh rate, clear action 240||178 degrees||||25.4 lbs||16:9||1 ports||00845226043512||1080p (full hd)||netflix, youtube, pandora, vudu, facebook, flickr, ebay, spotify, crackle, tunein, hulu, iheartradio, yahoo finance, yahoo weather, vizio internet apps plus, yahoo! sports, plex, xumo, yahoo! news, yahoo! screen, ifood.tv, aircastive, hungama play, gochinatv, yupptv||vizio xrt122||5.5 in||||802.11n||||38.2 in||dolby digital plus output||1920 x 1080||||2||27.3 watt||led-backlit lcd tv - smart tv||22.4 in||<http://schema.org/Product>||||||||||||3 ports||english, french, spanish||||||led backlight - full array, local dimming||||||
http://dws.products.catalog/545ae92a-b2a5-482c-8cf7-5c23720cd650||component, composite, hdmi||mts||tabletop||101.2 lbs||71.4 in||active||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080||64.5 in||sleep, wake||x900b||ac 120/230 v ( 50/60 hz )||xbr65x900b||||wi-fi, lan||||3.9 in||2 x main channel speaker - built-in 2 x subwoofer - built-in||sony||||||||hotel mode||yes||||1 year warranty||||yes||38.4 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal, panorama, caption||||chrome mirror||yes||yes ( 3d glasses (2pcs) included )||xbr-65x900b\\us||mp3, wma, wav, lpcm||65 in||0.2 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||125.7 lbs||16:9||yes , 3 port(s)||00027242879096||4k uhdtv (2160p)||sony entertainment network||sony rm-yd102||8.7 in||||802.11b, 802.11g, 802.11n, 802.11a||||67.5 in||dolby digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 speakers, 2 subwoofers||314 watt||led-backlit lcd tv||34.6 in||<http://schema.org/Product>||||||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/25p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - dynamic edge led backlight, local dimming||jpg, raw, mpo||||
http://dws.products.catalog/81f70ae8-be84-4b9d-9a95-361d523dcf79||component, composite, hdmi||||tabletop||47.62 lbs||54.2 in||active||||||54.6 in||||js9000||ac 120 v ( 60 hz )||un55js9000||||wi-fi, lan||||3.6 in||1 x left channel speaker - built-in - 20 watt 1 x right channel speaker - built-in - 20 watt 2 x woofer - built-in - 10 watt||samsung||1x analog, 1x digital||||||||||||||||yes||33.5 in||||||||atsc, qam||||||brushed dark silver||yes||yes ( 3d glasses included )||un55js9000fxza||||55 in||0.3 watt||240 clear motion rate||||||67.5 lbs||||yes , 3 port(s)||00887276076676||4k suhdtv (2160p)||smart hub||samsung tm1560b||7.5 in||||||||49 in||dts digital output, dolby digital plus output||3840 x 2160||yes||2 speakers, 2 woofers||245 watt||curved quantum dot backlit lcd tv - smart tv||28.1 in||<http://schema.org/Product>||||mobile high-definition link (mhl)||silver black, titan black||yes||||4 port(s)||english, french, spanish||||||led backlight - local dimming||||||
http://dws.products.catalog/89440882-6467-4d62-b5c8-1bc67f2e3e9b||composite, hdmi||||tabletop||34.25 oz||||||||||13.3 in||sleep||tde||ac 120/230 v ( 50/60 hz )||te1384b||||||||4.6 in||||gpx||||||8 ms||||yes||20000:1||1 year warranty||||||||||ntsc||||atsc||conventional 4:3, zoom, 16:9, cinema||230 cd/m2||||||||te1384b||mp3||13.3 in||||||90 degrees||||||16:9||yes , 1 ports||00047323013843||720p||||||||||||||12.5 in||||1366 x 768||||2 speakers||||led-backlit lcd tv||10.4 in||<http://schema.org/Product>||||vga (hd-15)||||yes||||1 ports||||||||led backlight||jpg||||
http://dws.products.catalog/79e62eef-463d-45e3-9237-9861261177a3||component, composite, hdmi||||tabletop||39.22 lbs||54.3 in||active - active shutter||||||54.6 in||||hu8500||ac 120 v ( 60 hz )||un55hu8500||||wi-fi, lan, bluetooth||||1.4 in||||samsung||1x analog, 1x digital||||||||||||1 year warranty||||yes||31.9 in||||||||atsc, qam||||||titan black||||yes ( 3d glasses (4pcs) included )||un55hu8500||||55 in||0.3 watt||1200 clear motion rate||||||56 lbs||||yes , 3 ports||00887276976198||4k uhdtv (2160p)||smart hub||samsung tm1480a||6.5 in||||||||48.4 in||dts digital output, dolby digital plus output||3840 x 2160||yes||2 speakers, 2 woofers||209 watt||led-backlit lcd tv - smart tv||27.8 in||<http://schema.org/Product>||||||||||||4 ports||english, french, spanish||||||led backlight - local dimming||||||
http://dws.products.catalog/aedc8cd6-faca-422f-8be7-214e1c3cbc3b||component, composite, hdmi||mts||tabletop||51.8 lbs||52.3 in||||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080||54.6 in||sleep, wake||x800||ac 120/230 v ( 50/60 hz )||xbr55x800b||||wi-fi, lan||48.5 in x 11.2 in x 30.9 in x 53.1 lbs||2.6 in||2 x main channel speaker - built-in - 10 watt||sony||1x analog/digital combo||48.5 in x 2.6 in x 29.2 in x 51.8 lbs||||hotel mode, variable audio output, demo mode||yes||||1 year warranty||||yes||32.6 in||||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal, panorama, caption||||silver||yes||||xbr-55x800b||mp3, wma, wav, lpcm||55 in||0.2 watt||motionflow xr 240 technology||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||70.5 lbs||16:9||3 port(s)||00027242885660||4k uhdtv (2160p)||sony entertainment network||sony rm-yd103||7.8 in||||802.11b, 802.11g, 802.11n, 802.11a||||48.5 in||dolby digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2||257 watt||led-backlit lcd tv||29.2 in||<http://schema.org/Product>||||mobile high-definition link (mhl)||silver||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/25p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - frame dimming||jpg, raw, mpo||||
http://dws.products.catalog/93080d03-dba2-4386-824e-21f634504c3b||component, composite, hdmi||mts||tabletop||26 lbs||41.7 in||||yes||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080, 3840 x 2160||42.5 in||sleep, wake||x830c||ac 120/230 v ( 50/60 hz )||xbr43x830c||122 kwh||wi-fi, lan||37.8 in x 7.4 in x 23.8 in||2.4 in||2 x main channel speaker - built-in - 10 watt||sony||1x analog/digital combo||37.8 in x 2.4 in x 22.4 in||||hotel mode, demo mode||yes||||1 year||yes||yes||28.2 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal||||dark chrome mirror flat shaft||yes||no||xbr-43x830c||mp3, wma, wav, flac (free lossless audio codec), lpcm||43 in||0.5 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||37.5 lbs||16:9||3 port(s)||00027242888067||4k uhdtv (2160p)||||sony rmt-tx100u||6.2 in||||802.11b, 802.11g, 802.11n, 802.11a, 802.11ac||||37.8 in||dolby digital output, dts digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2||135 watt||led-backlit lcd tv - smart tv||22.4 in||<http://schema.org/Product>||android tv||mobile high-definition link (mhl)||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - edge-lit, frame dimming||jpg, raw||||
http://dws.products.catalog/08667c9f-a3b6-48e9-aa05-bb24e81654b8||component, composite, hdmi||mts||tabletop||92.6 lbs||62.6 in||active||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 768 (wxga), 1280 x 1024 (sxga), 1360 x 768, 1920 x 1080||64.5 in||sleep, wake||x950b||ac 120/230 v ( 50/60 hz )||xbr65x950b||||wi-fi, lan, nfc||||4.2 in||2 x main channel speaker - built-in - 10 watt 1 x subwoofer - built-in - 10 watt||sony||1x analog/digital combo||||||hotel mode||yes||||1 year warranty||||yes||40.2 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal, panorama, caption||||||yes||yes ( 3d glasses (2pcs) included )||xbr-65x950b||mp3, wma, wav, lpcm||65 in||0.2 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, mpeg-4, motion-jpeg, xvid, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm||116.8 lbs||16:9||yes , 3 port(s)||00027242879119||4k uhdtv (2160p)||sony entertainment network||sony rm-yd102||8.8 in||||802.11b, 802.11g, 802.11n, 802.11a||||58.7 in||dolby digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 speakers, subwoofer||369 watt||led-backlit lcd tv||35.3 in||<http://schema.org/Product>||||||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/25p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 port(s)||english, french, spanish||||yes||led backlight - full array, local dimming||jpg, raw, mpo||||
http://dws.products.catalog/37e25867-2268-42b5-ba00-95f2165bd2e7||component, composite, hdmi||mts||tabletop||25.57 lbs||47.1 in||||||||49 in||||uf6400||ac 120/230 v ( 50/60 hz )||49uf6400||||wi-fi, lan||||3.2 in||||lg||||||||||||||1 year warranty||||||31.1 in||||||24p real cinema||||just scan||||||||||49uf6400/us||mp3, pcm, aac, he-aac, e-ac3||49 in||0.3 watt||trumotion 120hz||||divx hd, hevc, vp9||33.5 lbs||||yes , 1 ports||00719192596696||4k uhdtv (2160p)||||||6 in||||||||43.6 in||dolby digital output, dts digital output||3840 x 2160||yes||2 speakers||||led-backlit lcd tv - smart tv||25.9 in||<http://schema.org/Product>||webos 2.0||||||||||2 ports||||||yes||led backlight||jpg||||
http://dws.products.catalog/895b36e8-a5fc-4e40-8679-a05e2ba0442a||component, hdmi||mts||tabletop||34.6 lbs||52.4 in||||||||49.5 in||sleep||eh5300||||un50eh5300||||wi-fi, lan||||3.7 in||2 x main channel speaker - built-in - 10 watt||samsung||||||||||||3500000:1||1 year warranty||||yes||30 in||||||||atsc, qam||||||||||||un50eh5300||||50 in||||120 hz clear motion rate||||||47.8 lbs||||yes , 2 port(s)||00036725237933||1080p (fullhd)||smart hub||||6.8 in||||||||44.9 in||dolby digital plus output, dolby pulse output||1920 x 1080||yes||2 speakers||||led-backlit lcd tv - smart tv||26.4 in||<http://schema.org/Product>||||||black||yes||||3 port(s)||||||yes||led backlight||||||
http://dws.products.catalog/9e623100-9cd5-48a1-bd66-e14b7c9771fa||component, composite, hdmi||||tabletop||30.03 lbs||47.6 in||||||||49.5 in||||d50u||||d50u-d1||||wi-fi, lan||44.2 in x 10 in x 28.3 in x 30.9 lbs||2.5 in||2 x main channel speaker - built-in - 10 watt||vizio||||44.2 in x 2.5 in x 25.9 in x 30 lbs||||||||5000000:1||1 year warranty||||||30 in||||||||||||||||||||d50u-d1||||50 in||0.5 watt||120hz effective refresh rate, clear action 240||178 degrees||||36.6 lbs||16:9||||00845226013676||4k uhdtv (2160p)||vizio internet apps plus||vizio xrt122||5.1 in||||802.11ac||||44.2 in||||3840 x 2160||||2||73 watt||led-backlit lcd tv - smart tv||25.9 in||<http://schema.org/Product>||||||||||||5 ports||english, french, spanish||||||led backlight - full array||||||
http://dws.products.catalog/e2464973-d5c1-4cc5-9e5d-495345badada||component, composite, hdmi||||tabletop||27.6 lbs||50.9 in||active - active shutter||||||49.5 in||||ju7100||ac 120 v ( 60 hz )||un50ju7100||||wi-fi, lan||||2.1 in||2 x main channel speaker - built-in - 10 watt||samsung||1x analog, 1x digital||||||||yes||||||||yes||29.1 in||||||||atsc, qam||||||brushed silver||yes||yes ( 3d glasses sold separately )||un50ju7100fxza||||50 in||||240 clear motion rate||||||41.4 lbs||||yes , 3 port(s)||00887276096940||4k uhdtv (2160p)||smart hub||samsung tm1560a||6.4 in||||802.11ac||||44.4 in||dts digital output, dolby digital plus output||3840 x 2160||yes||2 speakers||||led-backlit lcd tv - smart tv||25.8 in||<http://schema.org/Product>||||mobile high-definition link (mhl)||black||yes||||4 port(s)||english, french, spanish||||||led backlight - local dimming||||||
http://dws.products.catalog/e42e8a11-22e7-468a-b64c-84cb59a0c045||component, composite, hdmi||||tabletop||50.7 lbs||66.1 in||||||||60 in||||j6200a||ac 120 v ( 60 hz )||un60j6200a||||wi-fi, lan||||3.7 in||2 x main channel speaker - built-in - 10 watt||samsung||||||||||yes||||1 year warranty||||yes||36.8 in||||||||atsc, qam||||||black||yes||||un60j6200afxza||||60 in||||120 clear motion rate||||||74.7 lbs||||yes , 2 port(s)||00887276061948||1080p (fullhd)||smart hub||samsung tm1240a||7.9 in||||802.11n||||53.9 in||dolby digital plus output||1920 x 1080||yes||2 speakers||165 watt||led-backlit lcd tv - smart tv||31.5 in||<http://schema.org/Product>||||||||||||2 port(s)||english, french, spanish||||||led backlight||||||
http://dws.products.catalog/90c223bf-4232-4b66-a1a1-4330241b2f04||component, composite, hdmi||ntsc-m||tabletop||33.29 lbs||61.1 in||||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 1024 (sxga), 1152 x 864, 1680 x 1050 (wsxga+), 1920 x 1080, 1600 x 900, 3840 x 2160||54.6 in||||x850||||xbr55x850d||122 kwh||wi-fi, lan, bluetooth||48.5 in x 10.4 in x 30.3 in x 41 lbs||1.7 in||2 x main channel speaker - built-in||sony||1x analog/digital combo||48.5 in x 1.7 in x 28.2 in x 33.3 lbs||||hotel mode, demo mode||yes||||1 year warranty||yes||yes||32.5 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||||||silver||||||xbr-55x850d||mp3, wma, wav, pcm, flac (free lossless audio codec), lpcm||55 in||0.5 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, motion-jpeg, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm, mp4||59.5 lbs||16:9||3 ports||00027242896420, 00888299003809||4k uhd (2160p)||netflix, youtube, pandora, amazon video, google play, hulu||sony rmt-tx200u||7.2 in||||802.11b, 802.11g, 802.11n, 802.11a, 802.11ac||16 gb||48.5 in||dolby digital output, dts digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2||139 watt||led-backlit lcd tv - smart tv||28.2 in||<http://schema.org/Product>||||||||yes||480p, 480i, 1080/24p, 1080/60i, 720/60p, 1080/60p, 1080/30p, 2160/24p, 2160/30p, 720/24p, 720/30p, 2160/60||4 ports||english, french, spanish||||||led backlight - edge-lit, frame dimming||jpeg||||
http://dws.products.catalog/e51724a8-2c13-4373-947a-5479d587ec6f||component, composite, hdmi||||tabletop||63.71 lbs||65 in||active||||1024 x 768 (xga), 640 x 480 (vga), 800 x 600 (svga), 1280 x 1024 (sxga), 1152 x 864, 1680 x 1050 (wsxga+), 1920 x 1080, 1600 x 900, 3840 x 2160||64.5 in||||x930d||||xbr65x930d||||wi-fi, lan, bluetooth||||1.4 in||||sony||1x analog/digital combo||||||hotel mode, demo mode||yes||||1 year warranty||||yes||39.6 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||||||dark silver||||yes||xbr-65x930d/us||mp3, wma, wav, pcm, flac (free lossless audio codec), lpcm||65 in||0.5 watt||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, motion-jpeg, wmv, avi, mkv, mov, avchd, ts, 3gpp, ps, webm, mp4||94.8 lbs||16:9||yes , 3 ports||00027242896550||4k uhd (2160p)||netflix, youtube, pandora, amazon video, google play, hulu||sony rmf-tx200u||7.8 in||||802.11b, 802.11g, 802.11n, 802.11a, 802.11ac||16 gb||57.4 in||dolby digital output, dts digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 woofers, 2 tweeters||225 watt||led-backlit lcd tv - smart tv||33 in||<http://schema.org/Product>||android tv||||||yes||480p, 480i, 1080/24p, 1080/60i, 720/60p, 1080/60p, 1080/30p, 2160/24p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 ports||english, french, spanish||||||led backlight - edge-lit, local dimming||jpeg||||
